pops,string_tree,no_admixes,topology
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005174641-0.082276176-0.012086365-0.044393760-0.015964529-0.013303904-0.060262690;0.545,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006784638-0.081972532-0.016103940-0.046235777-0.004054708-0.013722985-0.058652220;0.518,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002190490-0.083074825-0.001400831-0.048244635-0.029122702-0.015096325-0.057139045;0.513,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007624705-0.083828743-0.002980201-0.048244635-0.004404235-0.014342408-0.057139045;0.491,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005625125-0.082067211-0.018641268-0.048443514-0.001844581-0.015538161-0.058164019;0.478,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006940696-0.081385173-0.020195204-0.050000079-0.003917470-0.014371081-0.053357993;0.477,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007130374-0.080034548-0.018303405-0.049639183-0.000580252-0.020030304-0.058949622;0.449,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000684268-0.079932351-0.026256096-0.049446403-0.010320222-0.017970270-0.059142594;0.466,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003961910-0.080784138-0.019798716-0.048226416-0.009156386-0.014916581-0.059477816;0.44,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010568790-0.082403985-0.000152976-0.047565626-0.008026581-0.013190063-0.059304007;0.467,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010568790-0.082403985-0.000152976-0.047339636-0.008026581-0.013190063-0.059529996;0.462,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006649353-0.082158483-0.021843753-0.049381591-0.000189760-0.013685268-0.059680422;0.468,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001560439-0.082158483-0.034357024-0.050295092-0.008600460-0.013685268-0.059785375;0.455,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004238011-0.082158483-0.019105800-0.050295092-0.010219804-0.013685268-0.059785375;0.455,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002170399-0.082158483-0.037143790-0.050295092-0.004602790-0.013685268-0.059785376;0.455,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002122075-0.071113913-0.038423604-0.049591004-0.005832101-0.025137872-0.058035653;0.413,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003561675-0.073110403-0.037956216-0.047848019-0.005606296-0.025686546-0.059763475;0.431,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008358016-0.071855971-0.027491057-0.046683752-0.000815245-0.026438167-0.056892236;0.432,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000193578-0.071855971-0.039885380-0.046981363-0.018699846-0.026438167-0.056594625;0.424,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009641451-0.073179764-0.008166153-0.045838284-0.002384483-0.025659533-0.064417556;0.433,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006829107-0.074679754-0.018066497-0.045166042-0.003482144-0.019304693-0.061323441;0.463,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007035842-0.077572646-0.016443762-0.043639600-0.002811901-0.020146116-0.061502085;0.485,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004115479-0.077572646-0.023353563-0.043639600-0.007916056-0.020146116-0.061502085;0.478,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001604080-0.079401903-0.039275220-0.042443164-0.009384089-0.020780152-0.063051276;0.495,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004639246-0.079669636-0.031221741-0.042665416-0.004486592-0.019611575-0.065365127;0.498,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003539461-0.079690464-0.016869636-0.041047806-0.016363140-0.019848121-0.068828331;0.511,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005676211-0.079690464-0.024635002-0.041147662-0.002920177-0.019848121-0.068707493;0.486,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004374350-0.078725424-0.022627078-0.040085575-0.003387708-0.020499070-0.067315483;0.507,1,w.a.w-c.0.c.2-c.0
