pops,string_tree,no_admixes,topology
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003801267-0.089910587-0.028074635-0.025809434-0.006148642-0.009754455-0.082865253;0.625,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004215045-0.090131828-0.021839057-0.025801467-0.026384154-0.009789322-0.081111182;0.658,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001762762-0.089194435-0.012773702-0.027064134-0.068456324-0.008679616-0.082671092;0.615,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002097989-0.089194435-0.025797839-0.027064134-0.033055487-0.008679616-0.082671092;0.616,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000417416-0.086645347-0.025173778-0.027462322-0.033604878-0.007892661-0.082425695;0.626,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002115810-0.086645347-0.022689349-0.027462322-0.028104160-0.007978575-0.082425695;0.628,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001303631-0.085661127-0.022192231-0.027675029-0.027876770-0.009578958-0.082743911;0.611,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003547573-0.086809798-0.027564705-0.024652405-0.001945521-0.009158372-0.084175250;0.62,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002131705-0.087817847-0.029123838-0.025583361-0.016108575-0.007875736-0.082010860;0.629,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000096190-0.087514618-0.032181868-0.026191769-0.015132666-0.007947527-0.077988026;0.633,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000096190-0.087514618-0.032181868-0.026191769-0.015132666-0.007947527-0.077988026;0.637,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009429902-0.086870185-0.011590054-0.027695010-0.009185553-0.014969985-0.076838876;0.612,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007282299-0.086870185-0.017778634-0.024371887-0.008076536-0.014969985-0.080161999;0.617,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008951342-0.086094057-0.003865719-0.023528215-0.020462656-0.011749392-0.080371682;0.635,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009784911-0.086127928-0.000529634-0.022103925-0.038649756-0.010384915-0.079023455;0.647,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007375101-0.085594363-0.020139732-0.023504174-0.008788999-0.010029919-0.080118249;0.646,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008652075-0.083440623-0.003211353-0.020153007-0.046631352-0.010444548-0.083187161;0.655,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008652075-0.083494293-0.003211353-0.021288531-0.046631352-0.010390877-0.082051637;0.655,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002519252-0.084903609-0.013851518-0.020842714-0.057303065-0.011546931-0.084472665;0.661,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002519252-0.084903609-0.013851518-0.020842714-0.057303065-0.011533246-0.084472665;0.646,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003563879-0.085842089-0.006478267-0.020400291-0.084767140-0.011548544-0.084968076;0.67,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004304054-0.085842089-0.012672179-0.020400291-0.052352463-0.011548544-0.084968076;0.67,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004304054-0.085842089-0.012672179-0.020400291-0.051861310-0.011548544-0.085459229;0.671,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009377210-0.087631340-0.005819914-0.020634008-0.046116339-0.010290531-0.082841491;0.642,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009377210-0.087631340-0.000191941-0.020634008-0.038283777-0.015918505-0.089182426;0.633,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009377210-0.087631340-0.000191941-0.020634008-0.038283777-0.015918505-0.089182426;0.656,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003869255-0.086105821-0.026382794-0.017513208-0.008438447-0.016058657-0.092112121;0.65,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002011371-0.086132389-0.027785536-0.017013586-0.009226771-0.016286212-0.092225691;0.639,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003121289-0.086443319-0.024870678-0.015827786-0.018529684-0.012262114-0.091330503;0.668,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003121289-0.086443319-0.024870678-0.015827786-0.019981345-0.012262114-0.089878843;0.657,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003656950-0.087968558-0.015100376-0.012995611-0.049027535-0.013181149-0.089730378;0.673,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001170603-0.087795203-0.016577911-0.012257882-0.064667111-0.010354184-0.091657122;0.671,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000301315-0.086048418-0.011848377-0.013952330-0.093358160-0.009799794-0.090213763;0.674,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007193128-0.087701680-0.009264230-0.015889532-0.042404229-0.010629769-0.088916309;0.68,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.012559890-0.083796210-0.003966713-0.015889532-0.013889370-0.014535239-0.089047461;0.678,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011257501-0.083729675-0.005816782-0.015356419-0.003451138-0.015630853-0.087578828;0.657,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011572536-0.081198506-0.006770088-0.016605209-0.003977581-0.012956202-0.085598813;0.651,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.012308660-0.081347171-0.007579647-0.016351115-0.002111298-0.013811411-0.087335158;0.638,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005336624-0.081178713-0.014608630-0.016685383-0.036879006-0.012307199-0.088161727;0.635,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006948309-0.080184183-0.014486314-0.015667175-0.011063840-0.013144494-0.088358916;0.648,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007584593-0.083481725-0.014345385-0.015400208-0.010816373-0.009675012-0.092261804;0.678,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011550489-0.083481725-0.007837985-0.015400208-0.001486989-0.009675012-0.092180060;0.678,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.012263947-0.083470236-0.006920917-0.015914337-0.000427534-0.012427741-0.088460531;0.665,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.012263947-0.083470236-0.006920917-0.021492919-0.000473577-0.012427741-0.082835905;0.625,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002390176-0.083375992-0.017271346-0.019291612-0.046177985-0.013405585-0.086223268;0.673,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001626775-0.085208146-0.018486652-0.020594720-0.044621391-0.013248793-0.085127909;0.641,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006714719-0.084103584-0.001579667-0.021259191-0.062362445-0.012368820-0.086189226;0.652,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006714719-0.084103584-0.001579667-0.021259191-0.062362445-0.012368820-0.086189226;0.64,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005411642-0.084863201-0.008197320-0.020104827-0.062969028-0.011558935-0.087524741;0.654,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008398084-0.084863201-0.005350043-0.020104827-0.048169926-0.011558935-0.087524741;0.654,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003720812-0.087406772-0.013123343-0.019747520-0.041916692-0.011132410-0.085421386;0.652,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004202408-0.087406772-0.020118527-0.017651603-0.020472422-0.010068379-0.087517304;0.637,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002796359-0.086713482-0.022434248-0.026876255-0.017553169-0.011798350-0.075922981;0.628,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000381112-0.086295662-0.037891239-0.027309599-0.003532897-0.009799714-0.076494193;0.622,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000381112-0.086295662-0.037891239-0.027309599-0.003532897-0.009799714-0.076494193;0.622,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003385761-0.083613417-0.029611815-0.026976076-0.008114069-0.011308534-0.078390194;0.631,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001121176-0.085371194-0.030904040-0.029326163-0.007937173-0.011263309-0.077033402;0.62,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009589412-0.083848492-0.018469878-0.027705535-0.003930162-0.012905335-0.078021514;0.598,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005635953-0.086434578-0.014390155-0.027683954-0.029633001-0.013298806-0.077681275;0.607,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003827472-0.086434578-0.027168154-0.027683954-0.006873488-0.013298806-0.077681275;0.621,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006622506-0.084943357-0.014404694-0.025301979-0.014342730-0.011872460-0.077066331;0.626,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001194523-0.084433723-0.024407339-0.033496222-0.027004033-0.010025447-0.067948749;0.613,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007093743-0.086553053-0.015577302-0.035269030-0.010891146-0.010287606-0.067886860;0.601,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011222663-0.085903318-0.007981324-0.036858735-0.003907537-0.011302371-0.066631797;0.542,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011026966-0.083157362-0.007704088-0.036147503-0.004828236-0.013370728-0.068927000;0.629,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003838542-0.080003404-0.005147435-0.034091849-0.052133811-0.012426995-0.070136041;0.574,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003844141-0.079861492-0.003574727-0.035550445-0.051663029-0.014455688-0.072866835;0.593,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008082207-0.082355004-0.006833731-0.034948038-0.024289719-0.014728957-0.073801702;0.575,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003259531-0.081274108-0.005573402-0.033235807-0.042623464-0.015321267-0.072827675;0.57,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001840041-0.083328423-0.006181230-0.034014922-0.043829533-0.014321114-0.069695353;0.567,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005838648-0.084757386-0.003228298-0.037139173-0.038661787-0.012389531-0.066686974;0.594,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010140722-0.083650249-0.000494264-0.037227944-0.017648869-0.014269270-0.066505738;0.55,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010140722-0.083650249-0.000494264-0.037227949-0.017648869-0.014269270-0.066505734;0.577,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009961118-0.084324824-0.000856430-0.038610705-0.017894913-0.010373579-0.069262530;0.566,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008628717-0.084344755-0.004223942-0.038025242-0.012571750-0.013937874-0.071612840;0.556,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011610317-0.082255637-0.002631297-0.034676015-0.004741166-0.015075430-0.071334909;0.597,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004320793-0.084269271-0.009420204-0.032778788-0.042393069-0.017816955-0.073796351;0.584,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006665638-0.079300738-0.003234374-0.032350482-0.032427383-0.019367693-0.076737412;0.587,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002195260-0.079300738-0.024862856-0.032350482-0.019342828-0.019233007-0.076737412;0.54,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000318953-0.080791087-0.026534330-0.032375190-0.021853188-0.018071471-0.073501329;0.594,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007668804-0.079721388-0.009464629-0.032480906-0.014763117-0.018914916-0.076083249;0.541,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.008995122-0.086397285-0.007931403-0.033678570-0.010192225-0.013415801-0.075573556;0.569,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005340009-0.084322838-0.019541997-0.036137368-0.000311772-0.015037523-0.069233581;0.558,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005404936-0.083400774-0.019665505-0.035921922-0.000718379-0.014178984-0.065033575;0.576,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003094463-0.076082250-0.014814969-0.036438880-0.031680671-0.019429833-0.066412942;0.526,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000739539-0.078994215-0.017044791-0.040921995-0.029670118-0.018257264-0.067652175;0.554,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010289979-0.081301624-0.012498014-0.042741257-0.000031847-0.018637481-0.068774392;0.502,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010289979-0.081301624-0.012273219-0.042741257-0.000031847-0.018862276-0.069004794;0.502,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003950872-0.079853234-0.003114180-0.047155499-0.029552560-0.019065972-0.064787045;0.483,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001588019-0.080032070-0.015108949-0.047236585-0.027947421-0.018887135-0.064705959;0.483,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002056530-0.079877898-0.035336339-0.048178692-0.008386841-0.019954963-0.062479717;0.47,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002056530-0.079877898-0.035336339-0.048178692-0.008386841-0.019968332-0.062479717;0.487,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002104535-0.079877898-0.032382181-0.045801677-0.009781189-0.019968332-0.064856732;0.495,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002104535-0.079877898-0.032382181-0.045801677-0.009781189-0.019968332-0.063698242;0.495,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003526646-0.079316213-0.021625788-0.045822396-0.017499283-0.019842882-0.064087337;0.474,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.005293033-0.079558045-0.016330874-0.047065992-0.013942262-0.019564956-0.064175388;0.453,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.007967902-0.078445910-0.007038015-0.045105024-0.008337346-0.019233053-0.058264559;0.488,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.010125080-0.078171207-0.001943482-0.046758464-0.006756272-0.020691596-0.060446247;0.449,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.009403322-0.076429104-0.002902794-0.047084627-0.007648605-0.018650588-0.058080125;0.449,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000582290-0.076429104-0.016827202-0.047084627-0.029752106-0.016864033-0.058427445;0.476,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000705874-0.075896893-0.007792070-0.045751646-0.034088656-0.018841008-0.061192305;0.46,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.002867037-0.076267663-0.014807941-0.046290669-0.024266978-0.018647941-0.062329920;0.45,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.011041690-0.079437162-0.000295574-0.047585640-0.002336219-0.020706921-0.061617801;0.469,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.001593011-0.080004336-0.005375854-0.047295855-0.032031362-0.018608275-0.061539601;0.478,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006319420-0.080004336-0.012606838-0.047295855-0.012122112-0.018608275-0.057628847;0.464,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006815779-0.080339969-0.012129745-0.046596066-0.010019617-0.019199364-0.063753347;0.469,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006815779-0.083932515-0.012129745-0.046596066-0.009616372-0.015606818-0.064156592;0.491,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003707648-0.081570943-0.022470460-0.045729567-0.004072267-0.017470579-0.064017558;0.487,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.006221683-0.079830161-0.009561834-0.047334054-0.009321343-0.016102419-0.059038468;0.489,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.003254182-0.079830161-0.013636256-0.047334054-0.017050439-0.016635427-0.059038468;0.457,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000386740-0.078471601-0.010299454-0.046557046-0.030787319-0.016161325-0.059619470;0.477,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.000740393-0.078663073-0.009791153-0.045595790-0.031739434-0.015634955-0.057707332;0.455,1,w.a.w-c.0.c.2-c.0
s1-s1.s2-s1.s2.s3-s2-s2.s3-s3,s1=s2=s3=w.a.w-c.0.c.2-c.0;0.004104850-0.079854007-0.010902407-0.042388668-0.028753502-0.014633696-0.057647058;0.521,1,w.a.w-c.0.c.2-c.0
