,add,admixtures,average_branch_length,average_root,descendant_sets,ghost_pops,iteration,likelihood,max_root,mhr,min_root,no_admixes,posterior,prior,proposal_type,rescale_adap_param,rescale_add_adap_param,rescale_admixtures_adap_param,rescale_constrained_adap_param,sliding_regraft_adap_param,total_branch_length,tree,origin,layer
0,0.0,;,0.03359418017669876,0.06718836035339751,s1-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,0,-1389.256827308971,0.06718836035339751,1.0,0.06718836035339751,0,-1394.908024213796,-5.651196904824884,rescale_constrained,,,,0.1,,0.20156508106019255,w.c.1.w-c.0.w-c.0;0.022396120-0.022396120-0.044792240-0.022396120-0.022396120-0.067188360;,0,0
1,0.3007600795395742,x3b;0.196,0.023940591404562832,0.0700340223971369,s1-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s2.s4-s3-s4,0,40,-907.9402883725725,0.07781158244107005,0.0,0.06889407609335722,1,-921.0024634525528,-13.062175079980358,rescale_constrained,,,,0.35015786852257613,,0.2154653226410655,w.a.w.w-w.c.c.1.2-c.w.0-c.0;0.005300279-0.005702605-0.024008960-0.004114892-0.017957168-0.045936090-0.022649511-0.022987119-0.066808699;0.196,0,0
0,0.0,;,0.03359418017669876,0.06718836035339751,s1-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,0,-1389.256827308971,0.06718836035339751,1.0,0.06718836035339751,0,-1394.908024213796,-5.651196904824884,rescale_constrained,,,,0.1,,0.20156508106019255,w.c.1.w-c.0.w-c.0;0.022396120-0.022396120-0.044792240-0.022396120-0.022396120-0.067188360;,0,0
1,0.3007600795395742,x3b;0.196,0.023940591404562832,0.0700340223971369,s1-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s2.s4-s3-s4,0,40,-907.9402883725725,0.07781158244107005,0.0,0.06889407609335722,1,-921.0024634525528,-13.062175079980358,rescale_constrained,,,,0.35015786852257613,,0.2154653226410655,w.a.w.w-w.c.c.1.2-c.w.0-c.0;0.005300279-0.005702605-0.024008960-0.004114892-0.017957168-0.045936090-0.022649511-0.022987119-0.066808699;0.196,0,0
0,0.24325097255652633,x9b-x20b;0.376-0.153,0.045513104681529144,0.08946616669113136,s1-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,1,80,-31.74895827767068,0.22988170499040853,0.0,0.03375535183523723,2,-55.237489333329606,-23.48853105565892,rescale_constrained,,,,0.11927086597185294,,0.5461572561783498,w.w.a.w-w.w.a.w.w-w.w.c.w.2.w-w.c.1.w.w-c.0.w.w-c.w.0-c.0;0.001289504-0.004632105-0.006594986-0.102409283-0.004007002-0.001135268-0.102096440-0.016489086-0.013226839-0.223927671-0.000032425-0.070316647;0.153-0.376,2,0
0,0.23916470717641475,x9b-x20b;0.376-0.153,0.04551310468152916,0.08946646935477491,s1-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s3.s4-s4,1,120,-32.48508716107426,0.22990559146229644,5.331933230898805e-31,0.03375535183523722,2,-55.96953195135307,-23.484444790278808,rescale_add,,0.166478951733444,,,,0.5461572561783499,w.w.a.w-w.w.a.w.w-w.w.c.c.2.3-w.c.1.w-c.0.w-c.0;0.001289504-0.004632105-0.006594986-0.070260336-0.102409283-0.223927671-0.004008179-0.001135268-0.102096440-0.016487910-0.013259264-0.000056311;0.153-0.376,2,0
0,0.22442348224606234,x2b;0.561,0.034980625433153494,0.08426587864276425,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,160,-12.47706357876632,0.09597410891751518,0.9678569149967027,0.056991828230181237,1,-26.202318127976447,-13.72525454921013,rescale_constrained,,,,0.07601449830686653,,0.31482562889838145,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.000879699-0.078198300-0.039357601-0.031582183-0.010368253-0.009088644-0.073293139-0.007665884-0.064391926;0.561,3,0
0,0.27168503055517984,x2b;0.544,0.03514555219457006,0.08678241957719166,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,200,5.359681814801661,0.09997027509127704,2.77066561300182e-05,0.05463778793941159,1,-8.423880398778028,-13.783562213579689,rescale_admixtures,,,0.20634260251022754,,,0.3163099697511305,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.007893847-0.076891833-0.025213063-0.033197898-0.011050672-0.015376437-0.073759402-0.006154440-0.066772377;0.544,3,0
1,0.27168503055517973,x2b;0.550,0.036035046788181105,0.08660299136561289,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,240,14.009610953953597,0.10348576674609004,0.0,0.044740394534507226,1,0.16647405139212168,-13.843136902561476,rescale,0.10136019572644438,,,,,0.32431542109362993,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.007622840-0.087423600-0.021055388-0.036829852-0.013906467-0.015079116-0.076116244-0.000983051-0.065298863;0.550,3,0
0,0.28324865387684994,x2b;0.507,0.037374177189314656,0.08780023734702877,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,280,13.252948055049274,0.10348576674609002,1.0323332668322627e-95,0.06643444777887934,1,-0.6914419166456902,-13.944389971694964,addadmix,,,,,,0.3363675947038319,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.001038350-0.087423600-0.049333931-0.036829852-0.004264587-0.015079116-0.076116244-0.000983051-0.065298863;0.507,3,0
0,0.2801986430760661,x2b;0.548,0.033292087603513425,0.08415860571250121,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,320,19.244024856821852,0.10252248815545481,0.0,0.033950992981963454,1,5.576086464882266,-13.667938391939586,rescale_constrained,,,,0.33237163056219854,,0.29962878843162083,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.012779149-0.086617902-0.005267258-0.035432936-0.001829010-0.014457956-0.074958293-0.001446630-0.066839655;0.548,3,0
0,0.2700498096327924,x2b;0.565,0.03760300892714191,0.08726316180901991,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,360,18.927763361627512,0.10335997773695156,0.5858440332995851,0.04076799438704002,1,4.981246025666584,-13.946517335960928,rescale,0.04190196706310018,,,,,0.3384270803442772,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.000511557-0.086617902-0.023514362-0.035432936-0.033810300-0.015295446-0.074958293-0.001446630-0.066839655;0.565,3,0
0,0.28124390698825136,x2b;0.560,0.03580343224464076,0.08617144962117029,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,400,20.840586682284993,0.103575641863423,0.0,0.03921054862007455,1,7.003403492680178,-13.837183189604815,rescale_constrained,,,,0.36592085104476657,,0.3222308902017669,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.006652350-0.084738233-0.015844293-0.035600934-0.020825138-0.014918774-0.073881329-0.001795131-0.067974708;0.560,3,0
1,0.28124390698825125,x2b;0.534,0.03655710072968113,0.08697887892684092,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,440,20.60313220194621,0.10342736683331516,0.00018537065197158482,0.06297350232175657,1,6.715471397396737,-13.887660804549473,rescale_add,,0.15597287272801977,,,,0.3290139065671302,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.000573847-0.084738233-0.045685750-0.035600934-0.003993476-0.014918774-0.073881329-0.001795131-0.067826433;0.534,3,0
0,0.28124390698825125,x2b;0.520,0.036799665367730564,0.08792046485921104,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,480,20.723644818046523,0.10694156502507404,0.10065068402654222,0.0657555121047962,1,6.819738031819851,-13.903906786226672,rescale_add,,0.11740738505852068,,,,0.33119698830957506,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.002276124-0.079766501-0.045037587-0.038108089-0.003527161-0.017138222-0.075206249-0.001303580-0.068833476;0.520,3,0
0,0.28124390698825125,x2b;0.540,0.036989187012924134,0.08553104477019693,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,520,21.105591742167235,0.11073170088075608,0.0,0.03523253207803508,1,7.188991575734747,-13.916600166432488,addadmix,,,,,,0.3329026831163172,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.001314656-0.076533109-0.017613049-0.038584467-0.042115809-0.016023226-0.073135531-0.000281600-0.067301235;0.540,3,0
0,0.2956434381035963,x2b;0.540,0.03691420207855503,0.08548402552326984,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,560,21.397274421271504,0.11832778938417457,6.083275693372096e-16,0.02840597796746683,1,7.471296906180367,-13.925977515091137,rescale_add,,0.10435573302415997,,,,0.3322278187069953,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.002281570-0.076533109-0.009819581-0.038106982-0.048267499-0.016023226-0.073135531-0.000281600-0.067778720;0.540,3,0
0,0.2763611329021837,x2b;0.525,0.037231437157793784,0.08651559608924628,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,600,22.319266612425054,0.11789689995451877,3.82913525678255e-97,0.03059330626157991,1,8.39132430186096,-13.927942310564093,rescale_add,,0.10038156047722831,,,,0.33508293442014403,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.001182893-0.076533109-0.011222297-0.038106982-0.048935286-0.017906516-0.073135531-0.000281600-0.067778720;0.525,3,0
1,0.2820045167906456,x2b;0.525,0.033585940636410294,0.08373477656710485,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,640,22.342701087951355,0.10588570192168972,1.4872192280736265e-202,0.039154722390994885,1,8.653275754905746,-13.689425333045609,deladmix,,,,,,0.30227346572769265,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.010815974-0.076256755-0.009874277-0.039549763-0.007840756-0.018182871-0.073135531-0.000281600-0.066335939;0.525,3,0
0,0.2809738858633512,x2b;0.518,0.0359751397291965,0.08583312528511233,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,680,21.899351138757993,0.1063797633030587,0.6088928478455102,0.04311040035387137,1,8.05093770927399,-13.848413429484003,rescale,0.02908518958322629,,,,,0.32377625756276845,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.003372382-0.075504514-0.020612213-0.040233917-0.025195547-0.018382861-0.073586033-0.000742945-0.066145846;0.518,3,0
0,0.3158249050372836,x2b;0.534,0.035520135553388114,0.0840283565519048,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,720,21.255916335727306,0.10296325318792372,6.513577364729945e-260,0.02479825816698964,1,7.403126195124637,-13.85279014060267,deladmix,,,,,,0.31968121998049304,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.005770394-0.086594818-0.005881094-0.040337352-0.033380829-0.012385731-0.061864861-0.000761040-0.072705101;0.534,3,0
0,0.2788742195068722,x2b;0.575,0.03375305336278011,0.0822766039234121,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,760,18.938172834275974,0.10371333321305208,1.5633340101283137e-162,0.037235550789819355,1,5.240685275513002,-13.697487558762973,deladmix,,,,,,0.303777480265021,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.008273571-0.087213231-0.016965605-0.040111616-0.002650548-0.011878235-0.063483578-0.000118139-0.073082956;0.575,3,0
0,0.2879788945403983,x2b;0.592,0.03418950972177216,0.08314381360675208,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,800,19.997950112834587,0.10251921858599576,0.0,0.030067206593789423,1,6.26212582745752,-13.735824285377067,rescale,0.04219985778640661,,,,,0.30770558749594945,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.009883865-0.084731704-0.004452086-0.037633202-0.016963068-0.014758912-0.063913673-0.000972344-0.074396734;0.592,3,0
1,0.30921278914569045,x2b;0.563,0.036258317766435295,0.08532520013493484,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,840,21.049463777244455,0.10299811095991998,0.32066460549882253,0.03331556994923519,1,7.1538453443847025,-13.895618432859752,rescale_add,,0.11361742532008104,,,,0.32632485989791765,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.004584323-0.084940649-0.014029056-0.037753770-0.029867031-0.013585896-0.064128046-0.001116296-0.076319794;0.563,3,0
0,0.30921278914569045,x2b;0.584,0.03653418247479365,0.08645259023242743,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,880,20.5757573378487,0.10697527326172077,0.0,0.03956657314812708,1,6.661662621580884,-13.914094716267815,rescale_constrained,,,,0.34990334641380666,,0.3288076422731428,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.000174522-0.086078988-0.023689790-0.038849098-0.023401354-0.012689306-0.065113220-0.003012955-0.075798409;0.584,3,0
0,0.28318492937782264,x2b;0.563,0.035288973236825255,0.08459966766905291,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,920,18.64584250822554,0.10795198093741651,0.0,0.04286239979997931,1,4.84117464436933,-13.804667863856212,rescale_constrained,,,,0.36477901888512937,,0.3176007591314273,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.000619358-0.088117243-0.031001126-0.038135791-0.005158918-0.010815270-0.069389545-0.000426645-0.073936863;0.563,3,0
0,0.28318492937782264,x2b;0.562,0.032712512815125445,0.0828101220194793,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,960,23.5615252556654,0.10358724590909059,0.0,0.029822009088228296,1,9.929418112693975,-13.632107142971426,sliding_regraft,,,,,0.2684916451060568,0.294412615336129,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.010669703-0.083526419-0.001443960-0.034520042-0.005231956-0.017505118-0.068863975-0.000203228-0.072448213;0.562,3,0
0,0.28256499250579525,x2b;0.539,0.032712512815125445,0.08326779495669687,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1000,23.08505630482432,0.10358724590909059,2.1338965468668387e-185,0.030950206841383162,1,9.453569098724921,-13.631487206099399,deladmix,,,,,,0.294412615336129,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.010669703-0.082369746-0.001443960-0.034520042-0.005231956-0.018661791-0.068892451-0.000174753-0.072448213;0.539,3,0
1,0.26937938511343296,x2b;0.539,0.03269309583979431,0.08348603070796692,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,1040,21.478789312381195,0.10341249313111037,5.081034133906678e-10,0.030823653520549683,1,7.861788182810935,-13.61700112957026,rescale_admixtures,,,0.06928636139600844,,,0.29423786255814877,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.010669703-0.082321546-0.001443960-0.034520042-0.005231956-0.017338790-0.072448213-0.001371201-0.068892451;0.539,3,0
0,0.29884590981571874,x2b;0.576,0.033139757374478516,0.08350662833679928,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,1080,23.607346773145764,0.10381098512515999,0.01353121190231165,0.03318219218960899,1,9.93096356660335,-13.676383206542415,rescale_admixtures,,,0.06911063714617738,,,0.2982578163703066,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.012423824-0.083558320-0.003566356-0.034669673-0.004767201-0.016404034-0.072939118-0.000787978-0.069141312;0.576,3,0
0,0.2940019823547681,x2b;0.556,0.036139117843124596,0.08599687489869398,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,1120,23.699307511817096,0.10514700416110692,0.0002970900440698441,0.0342003744416275,1,9.826883406287788,-13.872424105529308,rescale_add,,0.08266736985738242,,,,0.32525206058812134,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.005262430-0.083558320-0.011745932-0.034669673-0.030743263-0.016404034-0.072939118-0.000787978-0.069141312;0.556,3,0
0,0.3028234223106314,x2b;0.579,0.0366177035501061,0.08582704143610925,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1160,24.288274007512882,0.10435817869886377,0.9660000692131385,0.038959643093814875,1,10.374974760016098,-13.913299247496784,rescale_constrained,,,,0.30187513224473916,,0.32955933195095494,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.002705044-0.083558320-0.019850565-0.034669673-0.029844291-0.069141312-0.072838899-0.016404034-0.000547194;0.579,3,0
0,0.28712515454174303,x2b;0.562,0.0366177035501061,0.08601375782422288,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1200,24.997767944483712,0.10435817869886377,0.0014046605095098153,0.038959643093814875,1,11.100166964755816,-13.897600979727896,rescale_add,,0.07971919321216957,,,,0.3295593319509549,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.002705044-0.083558320-0.019850565-0.035394446-0.029844291-0.068416539-0.072838899-0.016404034-0.000547194;0.562,3,0
1,0.2915005505719841,x2b;0.574,0.03356369525890286,0.08289685230236252,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1240,25.021583102183286,0.10540973362932302,1.8072955411858454e-25,0.026517423019155908,1,11.324151639236367,-13.697431462946918,addadmix,,,,,,0.30207325733012574,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.010425826-0.082855637-0.001360005-0.036306461-0.014578708-0.068546434-0.072711756-0.014731593-0.000556839;0.574,3,0
0,0.28230312121699613,x2b;0.548,0.033512475795739655,0.08414890776319481,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1280,24.85172164872165,0.10684279328647854,0.0,0.038214374658252254,1,11.166918084083305,-13.684803564638345,rescale_constrained,,,,0.30729857558063794,,0.30161228216165686,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.007809418-0.080307476-0.011281618-0.037343542-0.003992992-0.069124491-0.072254646-0.019123339-0.000374760;0.548,3,0
0,0.24739266260979328,x2b;0.539,0.03474230968474848,0.08565326163799725,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1320,21.490048468889654,0.10608353713905175,0.023173120893256748,0.03462042090925557,1,7.757786147842241,-13.732262321047413,rescale_add,,0.08461110820589257,,,,0.31268078716273634,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.006051656-0.080132756-0.008050212-0.036715285-0.018383289-0.068825418-0.073460785-0.020518552-0.000542835;0.539,3,0
0,0.25629684985918255,x2b;0.545,0.035834586709514234,0.08866533557230985,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1360,22.283376142373527,0.11106220132920369,0.26021412204237276,0.05345022274558654,1,8.469053411993126,-13.8143227303804,rescale,0.05147038104556139,,,,,0.3225112803856281,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.003895098-0.081505851-0.032153913-0.035826072-0.003220107-0.070425468-0.073272898-0.017401211-0.004810662;0.545,3,0
0,0.2879264971823758,x2b;0.526,0.035334799896066124,0.08611491443119683,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1400,22.95691950663786,0.10811748127104949,1.0067986741977268,0.0471942180304737,1,9.14444079384716,-13.8124787127907,rescale_constrained,,,,0.3096985564346746,,0.31801319906459513,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.005982736-0.083528492-0.026942637-0.037069636-0.006124532-0.069780483-0.073048476-0.014268844-0.001267362;0.526,3,0
1,0.2879264971823758,x2b;0.534,0.03521985025742302,0.08539760048285133,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1440,23.85562006942746,0.10767196393790476,1.4150796249640367,0.051019523317436144,1,10.050840210592613,-13.804779858834847,rescale,0.061337282223366575,,,,,0.31697865231680716,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.002626642-0.082413366-0.034061115-0.035587484-0.006395658-0.069416631-0.069478141-0.014331767-0.002667849;0.534,3,0
0,0.2879264971823758,x2b;0.585,0.03559327242986784,0.0859821622871397,s1-s1.s2-s1.s2.s3.s4-s2-s2.s3-s2.s3.s4-s3-s4,0,1480,22.5479907715835,0.1067346204966784,0.09736659967316957,0.055939389870615315,1,8.718200631694568,-13.829790139888932,rescale_admixtures,,,0.08474319372322787,,,0.3203394518688105,w.a.w.w-c.0.c.w.2-w.c.1-c.0;0.002256091-0.083120726-0.036791664-0.034640183-0.004864762-0.070189743-0.069679953-0.016891635-0.001904694;0.585,3,0
0,0.28752753848281964,x2b;0.587,0.035952351930534227,0.0857739941826475,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,1520,21.83067067517004,0.10482992636432306,0.01817432426019597,0.04255378375593144,1,7.977229826084322,-13.853440849085718,rescale_add,,0.07583844869546821,,,,0.323571167374808,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.005266926-0.083120726-0.019282713-0.034640183-0.021482084-0.017458272-0.071584647-0.000545873-0.070189743;0.587,3,0
0,0.31706734387218033,x2b;0.559,0.033561021940681855,0.0837800064218071,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1560,18.865803459068047,0.11147164479671372,1.9264091416192383e-202,0.028107062600472396,1,5.142984250678795,-13.722819208389252,addadmix,,,,,,0.3020491974661367,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.008390410-0.081408314-0.003722147-0.038425473-0.017006591-0.012903231-0.069954898-0.003091274-0.067146859;0.559,3,0
0,0.3165392558295434,x2b;0.562,0.03340798829803361,0.08076528627897117,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1600,20.254554188524708,0.10353977160388889,0.0,0.02291754562583695,1,6.542512632065275,-13.712041556459432,rescale_constrained,,,,0.317198083429674,,0.3006718946823025,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.007300981-0.081799736-0.002528825-0.037463282-0.024084928-0.012339831-0.065328581-0.000747909-0.069077823;0.562,3,0
1,0.30834577049022327,x2b;0.534,0.03391669435812128,0.08309823601542496,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1640,22.33344285669409,0.10456085306532448,9.412201744973385e-126,0.047629717649502974,1,8.595523746210109,-13.737919110483983,addadmix,,,,,,0.3052502492230915,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.003229441-0.081799736-0.027007780-0.037463282-0.002901919-0.016672696-0.066377772-0.000719800-0.069077823;0.534,3,0
0,0.3056101280672269,x2b;0.554,0.03562186666276219,0.08386587010680073,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1680,23.180617420030103,0.10323820860256479,1.1849264415488405,0.03356759936350878,1,9.331228525158219,-13.849388894871884,sliding_regraft,,,,,0.29437854834350125,0.3205967999648597,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.000438582-0.081799736-0.015736521-0.037881714-0.031856185-0.016672696-0.064636695-0.000719800-0.070854871;0.554,3,0
0,0.3056101280672269,x2b;0.557,0.036151815381515934,0.08418475822748774,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1720,22.924308609863147,0.11229497382122539,2.1866034087476443e-07,0.02375945573861869,1,9.039425929730713,-13.884882680132433,addadmix,,,,,,0.32536633843364343,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.000571862-0.081866986-0.005862347-0.037881714-0.045872077-0.016605446-0.065131235-0.000719800-0.070854871;0.557,3,0
0,0.3028552864405647,x2b;0.557,0.036151815381515934,0.08418475822748774,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1760,22.99966365129694,0.11229497382122539,1.6631301759010385e-16,0.02375945573861869,1,9.117535812791171,-13.88212783850577,rescale_admixtures,,,0.0740370885089457,,,0.32536633843364343,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.000571862-0.081866986-0.005862347-0.037881714-0.045872077-0.016605446-0.065131235-0.000719800-0.070854871;0.557,3,0
0,0.2785444501789986,x2b;0.536,0.0350566940561418,0.08390797822579452,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1800,23.938193025327564,0.10400762312229903,0.0005131612114800629,0.029102993844703814,1,10.153722744721797,-13.784470280605767,sliding_regraft,,,,,0.33127579949514196,0.3155102465052762,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.002611529-0.081866986-0.009323213-0.037881714-0.030669445-0.016173578-0.065131235-0.000994674-0.070857872;0.536,3,0
1,0.28201953641955546,x2b;0.536,0.0351636516390426,0.08415417752581353,s1-s1.s2-s1.s2.s3.s4-s1.s2.s4-s2-s2.s3-s3-s4,0,1840,22.725825502731823,0.10301294910900044,0.08222009871031423,0.030065612090811034,1,8.930716556948282,-13.795108945783541,rescale_add,,0.08899575806656848,,,,0.3164728647513834,w.a.w.w-c.0.c.w.2-c.w.0-c.0;0.002611529-0.081866986-0.009323213-0.037881714-0.030669445-0.017168252-0.070857872-0.000962618-0.065131235;0.536,3,0
0,0.2858853100977824,x2b;0.555,0.033887411802627686,0.08396844449973606,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1880,21.764251482074542,0.10599231206605603,0.004701842598686956,0.032283343271704595,1,8.05075405709741,-13.713497424977131,rescale,0.0492406419207473,,,,,0.30498670622364915,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.007420882-0.078424798-0.005953483-0.036334532-0.022413805-0.014407529-0.065156331-0.004501449-0.070373897;0.555,3,0
0,0.2858853100977824,x2b;0.555,0.034369490770145325,0.08432724009859563,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1920,21.764251482074542,0.10599231206605603,0.23057392977572194,0.033737302922696014,1,8.018466390864464,-13.745785091210077,rescale_admixtures,,,0.06738362558765688,,,0.30932541693130794,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.005947870-0.078424798-0.008880455-0.036334532-0.025298556-0.014407529-0.065156331-0.004501449-0.070373897;0.555,3,0
0,0.2858853100977824,x2b;0.560,0.03290010231203208,0.0843284742264648,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,1960,22.659945573055666,0.10890641454377611,0.0,0.031957845392112966,1,9.012574076502915,-13.64737149655275,sliding_regraft,,,,,0.3037776419442565,0.2961009208082887,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.011062885-0.079099965-0.001215324-0.038538963-0.009262714-0.014739456-0.065427272-0.004940180-0.071814162;0.560,3,0
0,0.2602544105108658,x2b;0.548,0.032747411528356224,0.08292025586808258,s1-s1.s2-s1.s2.s3-s1.s2.s3.s4-s2-s2.s3-s3-s4,0,2000,23.938975999457398,0.10643254555864433,6.872013075391203e-166,0.031087475344730664,1,10.327462003095109,-13.611513996362289,deladmix,,,,,,0.29472670375520604,w.a.w.w-c.0.c.w.2-c.0.w-c.0;0.010082053-0.081643744-0.003804035-0.038805506-0.007956656-0.014138805-0.064564457-0.003062582-0.070668866;0.548,3,0
